"id","portfolio_name","project_name","site_name","owner_organization","service_organization","data_source","date","deficiencies","description","symbol_code","lat","lon"
6957,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_56","2015 patrol noted some recent ground disturbance activities north of the propane tanks.  Email sent 2015 09 28 to TPP, Lands and area Team Leader asking if this work was done by SET.  2016 patrol noted some water ponding at valve site, dry during 2019 patrol to present.","beaver",59.5309695809102,-123.71873589579
6958,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_57","Line Break Valve and ground bed","beaver",59.5308713921816,-123.718627729871
6959,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_58","2017 patrol noted adjacent Chevron La Jolie facility, email sent 2017 09 11 regarding class location assessment - 2020 patrol to present - location shut in.","beaver",59.5237998686989,-123.712803395142
6960,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_59","Noted during 2015 patrol.  New Apache crossing and tie-in in GIS has caused water ponding on the RoW.  Email sent 2015 09 28 to TPP, Lands Department and Area Team Lead. 2016 patrol noted gravel has been spread at location to bring up grade and eliminate flooding, no significant change from previous patrol.","beaver",59.5225930612054,-123.711788129092
6961,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_72","2022 patrol noted a 70 m length of RoW recently mowed - adjacent to the west side of Chevron facility - see photos.","beaver",59.432652394921,-123.637571102559
6962,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","12_ Max & 24_ Max loop 22_excel_row_44","Tsinha Creek Crossing in good condition, 2019 to present patrol - water level high due to beaver dams, see photos.","other",59.4077543325649,-123.26018341001
6963,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","12_ Max & 24_ Max loop 22_excel_row_45","2012 patrol, noted minor down-cutting erosion of unnamed tributary across RoW. Vegetation growth has arrested erosion, no significant change from previous patrol.
2020 to present brush hindering observations, no changes noted.","other",59.389379305537,-123.294759693991
6964,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","12_ Max & 24_ Max loop 22_excel_row_46","2012 patrol, noted very minor down-cutting erosion of water run, arrested by vegetation growth - no significant change from previous patrol.
2020 to present brush hindering observations, no changes noted.","other",59.3818406670412,-123.296647998801
6965,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","12_ Max & 24_ Max loop 22_excel_row_47","2012 patrol, noted down cutting erosion of water run and minor erosion of pipe trench.  Depth of cover survey requested and performed by R Burgess July 2014 with 16' of cover.  Location likely bored.","other",59.3641996832704,-123.298358782421
6966,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","12_ Max & 24_ Max loop 22_excel_row_48","Unnamed trib crossing in good condition, 2020/2021 patrols to present noted beaver dam raising water elevation.
2022 noted water level low - see photos.","other",59.3520343578398,-123.297108978608
6967,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","12_ Max & 24_ Max loop 22_excel_row_49","June 2011 GeoPig® vertical strain of 0.270%, 2013 patrol location very brushing hindering geotechnical observations, see photos from 2020.","other",59.352235315336,-123.29561594169
6968,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","12_ Max & 24_ Max loop 22_excel_row_50","2012 patrol, water running against pipeline roach for approximately 30m before cutting over pipeline, surface water control required, no significant change from previous patrol although vegetation growth arresting further erosion and also restricting geotechnical observation.","other",59.2834753115511,-123.282646694671
6969,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_77","2018 tool run noted a bottom side dent in this location (40 mm depth), see photos.","beaver",59.2772682903066,-123.359767623363
6970,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_73","Section not brushed during 2016/2017 brushing program and is very brushy, hindering geotechnical observation.","beaver",59.322468876528,-123.525566512543
6971,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_75","Beaver dams on the north side of the RoW.  Water low during 2015 to present patrol, no pipe visible.","beaver",59.3098324858247,-123.476789215442
6972,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_76","2014 patrol noted new beaver dam in the middle of the RoW in trib.  Water high at time of 2016 to present patrol, see photos.","beaver",59.3091328775274,-123.474092175138
6973,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_74","Line Break Valve","beaver",59.311966894007,-123.484881511095
6974,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_85","Liard Highway crossing, no signs visible 2020 to present.","beaver",59.1682151180073,-123.2260381391
6975,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_86","Beaver dam causing flooding of the RoW.","beaver",59.1659472064967,-123.22364453182
6976,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_87","Beaver dam causing flooding of the RoW.","beaver",59.1533340317981,-123.210274702658
6977,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_89","Crossing of Stanolind Creek in good condition, see photos.","beaver",59.1036415332161,-123.139491352249
6978,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_88","Line Break Valve and flare pit, water ponding around valve, 2014 patrol location dry but still settlement around valve. 2015-2017 patrol standing water.  2018 patrol noted location had been backfilled with gravel, in good condition.","beaver",59.1172693424813,-123.159107739401
6979,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","12_ Max & 24_ Max loop 22_excel_row_51","2012 patrol, water run directed down RoW adjacent to pipeline roach for approximately 70m causing longitudinal erosion.  Repaired prior to the 2016 patrol to Encana riser at kM 63.48.  No significant change from previous patrol.","other",59.2743205686353,-123.284395583738
6980,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","12_ Max & 24_ Max loop 22_excel_row_52","2012 patrol, water running down RoW causing erosion to Encana riser at kM 63.48.  Repaired prior to the 2016 patrol with surface regrading and installation of drainage cross berms.","other",59.2725229265127,-123.285117475014
6981,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","12_ Max & 24_ Max loop 22_excel_row_53","2018 patrol noted very minor surficial erosion adjacent to the Encana riser just off the edge of the Enbridge RoW, no significant change from previous patrol.","other",59.2684976999024,-123.286048683839
6982,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","12_ Max & 24_ Max loop 22_excel_row_54","2012 patrol, Encana access road across RoW causing water ponding on the RoW.  Mats in place at time of 2015 to present patrol - permits in GIS.","other",59.2682102191641,-123.286098901271
6983,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","12_ Max & 24_ Max loop 22_excel_row_55","2015 patrol noted matts used for access across RoW to access Encana riser.","other",59.2676628146977,-123.285918889834
6984,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","12_ Max & 24_ Max loop 22_excel_row_56","2012 patrol, water running down RoW in pipe trench causing down cutting erosion for approximately 10m on north approach slope to water run.  Repaired at the time of the 2016 patrol, in good condition.","other",59.266752419593,-123.28745493272
6985,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_78","Noted in 2015 patrol, beaver dam on unnamed tributary to Fort Nelson River causing flooding on the RoW. 
2019 patrol to present noted dam breached and lateral erosion on the RoW at the breach location, see photos.","beaver",59.253011401678,-123.322426107638
6986,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","12_ Max & 24_ Max loop 22_excel_row_57","2012 patrol, water running down RoW adjacent to pipe trench causing down cutting erosion to kM 65.38.  At time of 2016 patrol several erosion berms had been installed in this locations.","other",59.2528192012093,-123.289582042741
6987,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","12_ Max & 24_ Max loop 22_excel_row_58","2012 patrol, water running down RoW over pipe trench causing down cutting erosion to kM 65.94.  Surface water control required, no significant change from previous patrol.  Unable to locate 2017 to present patrol due to vegetation growth.","other",59.2471138145013,-123.290866066595
6988,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","12_ Max & 24_ Max loop 22_excel_row_59","Beaver dam causing flooding of RoW, has enlarged in size at time of 2019 patrol.
2021 patrol to present levels have dropped - see photos.","other",59.2462340304351,-123.29073585543
6989,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","12_ Max & 24_ Max loop 22_excel_row_60","Receiving at barrels & kM 99.71 of the 24"" Beaver River P/L","other",59.2349740894387,-123.294092541636
6990,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_79","Start of active section (as of July 2020), Maxhamish and Loop tie in.","beaver",59.2350618683563,-123.294987095
6991,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_81","Beaver dam causing flooding of RoW, breached at time of 2019 patrol to present.","beaver",59.2282180852662,-123.287288458936
6992,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_82","2018 05 03 BH Gemini ILI indicates 0.25% first run strain over 78 m length at the toe of the north approach slope to the Fort Nelson River.","beaver",59.2183952917657,-123.27821974997
6993,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_83","Fort Nelson River. According to mosaics - crossing is a trench installation.","beaver",59.2173645094691,-123.277300511476
6994,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_84","Slope instability on south approach slope to the Fort Nelson River. Slope indicators installed 2011, 2012 and 2015. Strain gauges installed March 2015. Erosion of both river banks, primarily north side over pipeline until 2012 patrol when erosion on south bank accelerated.  2013 patrol to present noted ongoing south bank erosion, depth of cover survey recommended. RoW brushed 2016/2017 leaving riparian zone unbrushed. See photos. 3May2018 BH Gemini ILI indicates 0.23% first run strain over 199 m length cen","beaver",59.2165040844529,-123.276505316984
6995,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_80","New in 2013 gravel operations encroaching on the east extent of the RoW.  E-mails sent 2013 09 17. No further encroachment from 2013, see photos.","beaver",59.2164144681906,-123.276417012912
6996,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_90","Shallow slope instability of tributary to Stanolind Creek banks precipitated by lateral erosion. No exposed pipe but potential exists with further lateral erosion of the NW approach slope. SE bank has shallow slope instability on both sides of the RoW, 2016 patrol noted continued erosion of the east side. DoC survey recommended. Location very brushy, hindering geotechnical observation.  No significant change from previous patrol, see photos.","beaver",59.0549965843994,-123.069193764435
6997,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_91","2017 patrol noted minor downcutting erosion of water run, monitor on future patrols, no significant change from previous patrol. 2022 patrol noted location too brushy for observation.","beaver",59.0020564100435,-123.000539610137
6998,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_92","2017 patrol noted minor downcutting erosion of water run, monitor on future patrols, no significant change from previous patrol. 2022 patrol location too brushy for observation.","beaver",59.00122121021,-122.999460402931
6999,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_93","2016 patrol noted rutting of Encana road  crossing, no significant change from previous patrol.","beaver",58.9465998080191,-122.930137056188
7000,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_94","New in 2011 - beaver dam across Cridland Creek at the pipeline crossing has caused erosion and a scour hole on the southeast bank.  2017 patrol water level lower than previous year, 2018 to present patrol water level high, see photos.","beaver",58.9331453453167,-122.913122225346
7001,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_95","Trib to Cridland Creek in good condition, water level high 2019 to present - beaver dam over pipeline.
2022 patrol noted dam partially breached, see photos.","beaver",58.9307454376574,-122.910123091852
7002,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_96","Line break valve, replaced in 2019.","beaver",58.9041272011131,-122.868950717234
7003,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_97","Beaver dam flooding RoW and restricting access. Water level low 2013 to 2015 patrols and high in 2016 to 2020 and low 2021 to present - see photos.","beaver",58.8925309108997,-122.850480304761
7004,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","24_ Beaver River (part deact)22_excel_row_98","Crossing of McConachie Creek Rd, marker balls in place.","beaver",58.8912083543636,-122.848438587993
7005,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","6_ W.Clarke Lake (deact) 21_excel_row_13","Areas of very minor trench subsidence.","other",58.658555287338,-122.855463731349
7006,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","6_ W.Clarke Lake (deact) 21_excel_row_14","Dormant deep-seated slope instability on West approach slope to the Prophet River. No reactivation from foreign pipeline paralleling.  2016 patrol to present noted slope very brushy hindering geotechnical observations, brushing required, see photo.","other",58.661566413737,-122.809083925178
7007,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","6_ W.Clarke Lake (deact) 21_excel_row_15","Adjacent erosion parallel to corridor on East approach slope to the Prophet River. Created by foreign pipeline paralleling and was repaired in 2001 and is performing well.","other",58.6610051050763,-122.806087810751
7008,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","8_ Hossitl(deact) 21_excel_row_22","Receiving end and sending of 10"" Petitot.","other",59.7200963177681,-121.855374326848
7009,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ Petitot(deact) 21_excel_row_13","Sending at 8"" Hossitl receiving.","other",59.7198645973653,-121.85557782229
7010,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ Petitot(deact) 21_excel_row_14","2016 patrol noted evidence of significant traffic (possibly ATV or Argo) from the Endurance site and crossing over the pipeline.  Email sent to TPP, Team Lead and Lands 2016 09 16.  2017 patrol noted evidence of less traffic, and none at all in 2018 to present.","other",59.6996631991359,-121.861296002369
7011,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ Petitot(deact) 21_excel_row_15","New in 2013. Encana PDR road crossing.","other",59.6989935535112,-121.861745193834
7012,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ Petitot(deact) 21_excel_row_16","PDR road crossing.","other",59.6810529449918,-121.864111930107
7013,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","8_ Hossitl(deact) 21_excel_row_19","Both approach slopes to the Petitot River, very brushy, and brushing/hand slashing recommended.","other",59.773232081592,-121.632407157254
7014,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","8_ Hossitl(deact) 21_excel_row_20","West bank of Petitot River has some very minor bank erosion and minor trench subsidence and erosion over pipeline. It appears that water is channelling down the shoefly onto the RoW and over the pipeline to the river.  Brush is hindering geotechnical observations.  See photos.","other",59.7738689381957,-121.636655369015
7015,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","8_ Hossitl(deact) 21_excel_row_21","Beaver dam in unnamed water run.","other",59.7693240093306,-121.694997995483
7016,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","8_ Hossitl(deact) 21_excel_row_18","Beaver dam in unnamed water run causing flooding of RoW.","other",59.8148581561802,-121.507628637657
7017,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","12_ Gote 22_excel_row_17","New in 2010 – undermining and erosion of south bank of Tsea River.  2014 patrol - due to low water level condition noted what may possibly be exposed pipeline south  bank of the river.  2015 patrol, was unable to see what looked like pipeline in 2014.  No location to land in order to investigate.  2016 patrol noted some addition minor erosion on south bank, water level high at time of patrol.  Site survey recommended,  2017 patrol new beaver dam d/s of crossing - water level high.  
2022 patrol - water lev","other",59.4665401598346,-121.835583806941
7018,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","12_ Gote 22_excel_row_18","PDR road crossing.","other",59.4567491605536,-121.827346642501
7019,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","12_ Gote 22_excel_row_19","PDR road crossing.","other",59.4467397771014,-121.818857259073
7020,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ Petitot(deact) 21_excel_row_17","New in 2013, appears to be recent excavation activity around tie-in location  causing water ponding, see photo from 2013 patrol.  No significant change from previous patrol.","other",59.5845927183072,-121.869384603273
7021,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ Petitot(deact) 21_excel_row_18","Lateral meander of Gote Creek has encroached on the RoW, field survey recommended to monitor location of pipe in relation to meander.  Beaver dam downstream of the RoW is elevating the water level of the Creek.  No significant change from previous patrol, see photos.","other",59.5651150979243,-121.869559969756
7022,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ Petitot(deact) 21_excel_row_19","Gote Creek.","other",59.5645942146518,-121.869559735799
7023,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ Petitot(deact) 21_excel_row_20","Receiving.","other",59.5525607465542,-121.868600761827
7024,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","12_ Gote 22_excel_row_13","Some very minor trench subsidence.","other",59.5523270095411,-121.868573218186
